ID	UniProt	lineage	domain	phylum	class	order	family	genus	species
A0A6J4HIP0|A0A6J4HIP0_9ACTN/1-156	A0A6J4HIP0	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__;s__	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__	g__	s__
A0A6J4L8H0|A0A6J4L8H0_9ACTN/31-178	A0A6J4L8H0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Frankiales;f__;g__;s__	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Frankiales	f__	g__	s__
A0A6J4M312|A0A6J4M312_9ACTN/16-177	A0A6J4M312	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Frankiales;f__;g__;s__	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Frankiales	f__	g__	s__
A0A6J5DC78|A0A6J5DC78_9BURK/1-174	A0A6J5DC78	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__	d__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Paraburkholderia	s__
A0A6L4ZRK3|A0A6L4ZRK3_9BACT/5-187	A0A6L4ZRK3	d__Bacteria;p__;c__;o__;f__;g__;s__	d__Bacteria	p__	c__	o__	f__	g__	s__
A0A6L6CDL5|A0A6L6CDL5_UNCAC/1-148	A0A6L6CDL5	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__;f__;g__;s__	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__	f__	g__	s__
A0A6L6JLV6|A0A6L6JLV6_9GAMM/1-156	A0A6L6JLV6	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiotrichales;f__Piscirickettsiaceae;g__Methylophaga;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Thiotrichales	f__Piscirickettsiaceae	g__Methylophaga	s__
A0A6L7N1P5|A0A6L7N1P5_9GAMM/1-134	A0A6L7N1P5	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__;f__;g__;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__	f__	g__	s__
A0A6L8PDA7|A0A6L8PDA7_BACAN/1-145	A0A6L8PDA7	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__
A0A6M0ENX9|A0A6M0ENX9_9CYAN/16-147	A0A6M0ENX9	d__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Oscillatoriales;f__Microcoleaceae;g__Symploca;s__	d__Bacteria	p__Cyanobacteriota	c__Cyanophyceae	o__Oscillatoriales	f__Microcoleaceae	g__Symploca	s__
A0A6M0F1N9|A0A6M0F1N9_9CYAN/6-179	A0A6M0F1N9	d__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Oscillatoriales;f__Microcoleaceae;g__Symploca;s__	d__Bacteria	p__Cyanobacteriota	c__Cyanophyceae	o__Oscillatoriales	f__Microcoleaceae	g__Symploca	s__
A0A6N6VL19|A0A6N6VL19_9HYPH/1-162	A0A6N6VL19	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Parvibaculaceae;g__Parvibaculum;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Parvibaculaceae	g__Parvibaculum	s__
A0A6N7FDS8|A0A6N7FDS8_9PROT/1-147	A0A6N7FDS8	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__;f__;g__;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__	f__	g__	s__
A0A6N8VWY0|A0A6N8VWY0_UNCCH/1-158	A0A6N8VWY0	d__Bacteria;p__Chloroflexota;c__;o__;f__;g__;s__	d__Bacteria	p__Chloroflexota	c__	o__	f__	g__	s__
A0A6S6T124|A0A6S6T124_9GAMM/1-155	A0A6S6T124	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Thiotrichales	f__Thiotrichaceae	g__	s__
A0A6S6TKH7|A0A6S6TKH7_9BACT/2-154	A0A6S6TKH7	d__Bacteria;p__Campylobacterota;c__Epsilonproteobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__	d__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Campylobacterales	f__Sulfurovaceae	g__Sulfurovum	s__
A0A7C2NFM1|A0A7C2NFM1_UNCDE/1-152	A0A7C2NFM1	d__Bacteria;p__Myxococcota;c__Myxococcia;o__;f__;g__;s__	d__Bacteria	p__Myxococcota	c__Myxococcia	o__	f__	g__	s__
A0A7C3LTL4|A0A7C3LTL4_9BACT/1-148	A0A7C3LTL4	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Leptospirillum;s__	d__Bacteria	p__Nitrospirota	c__Nitrospiria	o__Nitrospirales	f__Nitrospiraceae	g__Leptospirillum	s__
A0A7C7HI74|A0A7C7HI74_9BACT/1-140	A0A7C7HI74	d__Bacteria;p__CandidatusPoribacteria;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusPoribacteria	c__	o__	f__	g__	s__
A0A7C7KL12|A0A7C7KL12_9PROT/1-145	A0A7C7KL12	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Kiloniellaceae;g__;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodospirillales	f__Kiloniellaceae	g__	s__
A0A7C7N838|A0A7C7N838_9PROT/1-151	A0A7C7N838	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__;f__;g__;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__	f__	g__	s__
A0A7C7YF12|A0A7C7YF12_UNCMY/96-237	A0A7C7YF12	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__;g__;s__	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__	g__	s__
A0A7D7ZRV8|A0A7D7ZRV8_9GAMM/1-134	A0A7D7ZRV8	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__;f__;g__;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__	f__	g__	s__
A0A7G6A585|A0A7G6A585_9BURK/69-219	A0A7G6A585	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;s__	d__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Massilia	s__
A0A7G6A586|A0A7G6A586_9BURK/23-168	A0A7G6A586	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;s__	d__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Massilia	s__
A0A7G8ZHN3|A0A7G8ZHN3_9PROT/1-146	A0A7G8ZHN3	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Maricaulales;f__Maricaulaceae;g__Hyphobacterium;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Maricaulales	f__Maricaulaceae	g__Hyphobacterium	s__
A0A7G9SMA1|A0A7G9SMA1_9GAMM/1-161	A0A7G9SMA1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Lysobacterales;f__Lysobacteraceae;g__Thermomonas;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Lysobacterales	f__Lysobacteraceae	g__Thermomonas	s__
A0A7K1BCI3|A0A7K1BCI3_UNCAC/1-164	A0A7K1BCI3	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__;f__;g__;s__	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__	f__	g__	s__
A0A7K2AZP6|A0A7K2AZP6_9ACTN/1-139	A0A7K2AZP6	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__;f__;g__;s__	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__	f__	g__	s__
A0A7K4ENW6|A0A7K4ENW6_9EURY/1-127	A0A7K4ENW6	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__;f__;g__;s__	d__Archaea	p__Euryarchaeota	c__Halobacteria	o__	f__	g__	s__
A0A7T5EKY6|A0A7T5EKY6_9BACL/1-134	A0A7T5EKY6	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus;s__	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Brevibacillus	s__
A0A7U4UPZ3|A0A7U4UPZ3_9BURK/1-158	A0A7U4UPZ3	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderiaoklahomensis	d__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia	s__Burkholderiaoklahomensis
A0A7V1XW04|A0A7V1XW04_9BACT/1-192	A0A7V1XW04	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__;g__;s__	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__Terriglobales	f__	g__	s__
A0A7V8QHG2|A0A7V8QHG2_9GAMM/1-146	A0A7V8QHG2	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Chromatiales	f__Ectothiorhodospiraceae	g__	s__
A0A7V9BXG8|A0A7V9BXG8_9PSEU/31-177	A0A7V9BXG8	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Pseudonocardiales;f__;g__;s__	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Pseudonocardiales	f__	g__	s__
A0A7V9JX18|A0A7V9JX18_9BACT/1-162	A0A7V9JX18	d__Bacteria;p__Acidobacteriota;c__;o__;f__;g__;s__	d__Bacteria	p__Acidobacteriota	c__	o__	f__	g__	s__
A0A7V9LLQ4|A0A7V9LLQ4_9BURK/1-154	A0A7V9LLQ4	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	d__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__	s__
A0A7V9NP87|A0A7V9NP87_9BACT/2-153	A0A7V9NP87	d__Bacteria;p__Acidobacteriota;c__;o__;f__;g__;s__	d__Bacteria	p__Acidobacteriota	c__	o__	f__	g__	s__
A0A7V9QYS9|A0A7V9QYS9_9ACTN/8-160	A0A7V9QYS9	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__;s__	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__	s__
A0A7W0MHW6|A0A7W0MHW6_9BACT/6-186	A0A7W0MHW6	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Blastocatellales;f__Pyrinomonadaceae;g__;s__	d__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__Blastocatellales	f__Pyrinomonadaceae	g__	s__
A0A7W1JPX7|A0A7W1JPX7_UNCAM/1-153	A0A7W1JPX7	d__Bacteria;p__Armatimonadota;c__;o__;f__;g__;s__	d__Bacteria	p__Armatimonadota	c__	o__	f__	g__	s__
A0A7W1L3D7|A0A7W1L3D7_9PROT/1-149	A0A7W1L3D7	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__;f__;g__;s__	d__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__	f__	g__	s__
A0A7W1TA85|A0A7W1TA85_UNCPL/22-167	A0A7W1TA85	d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__	d__Bacteria	p__Planctomycetota	c__	o__	f__	g__	s__
A0A7W9SNY1|A0A7W9SNY1_ARMRO/1-157	A0A7W9SNY1	d__Bacteria;p__Armatimonadota;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae;g__Armatimonas;s__	d__Bacteria	p__Armatimonadota	c__Armatimonadia	o__Armatimonadales	f__Armatimonadaceae	g__Armatimonas	s__
A0A7X6SL61|A0A7X6SL61_UNCAC/2-161	A0A7X6SL61	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__;f__;g__;s__	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__	f__	g__	s__
A0A7Y0Q395|A0A7Y0Q395_9FIRM/1-131	A0A7Y0Q395	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__ClostridialesFamilyXVII.IncertaeSedis;g__Sulfobacillus;s__	d__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__ClostridialesFamilyXVII.IncertaeSedis	g__Sulfobacillus	s__
A0A7Y2AVB6|A0A7Y2AVB6_9GAMM/2-144	A0A7Y2AVB6	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Lysobacterales;f__;g__;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Lysobacterales	f__	g__	s__
A0A7Y2B3E7|A0A7Y2B3E7_UNCGE/10-190	A0A7Y2B3E7	d__Bacteria;p__Gemmatimonadota;c__;o__;f__;g__;s__	d__Bacteria	p__Gemmatimonadota	c__	o__	f__	g__	s__
A0A7Y2CCT9|A0A7Y2CCT9_9PROT/1-147	A0A7Y2CCT9	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Parvularculales;f__Parvularculaceae;g__Marinicaulis;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Parvularculales	f__Parvularculaceae	g__Marinicaulis	s__
A0A7Y2D8G1|A0A7Y2D8G1_9BACT/1-175	A0A7Y2D8G1	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Blastocatellales;f__Pyrinomonadaceae;g__;s__	d__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__Blastocatellales	f__Pyrinomonadaceae	g__	s__
A0A7Y2DBG7|A0A7Y2DBG7_9ACTN/1-144	A0A7Y2DBG7	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__;s__	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__	g__	s__
A0A7Y2DXT9|A0A7Y2DXT9_9BACT/1-188	A0A7Y2DXT9	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Blastocatellales;f__Pyrinomonadaceae;g__;s__	d__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__Blastocatellales	f__Pyrinomonadaceae	g__	s__
A0A7Y2E2S1|A0A7Y2E2S1_9BACT/1-152	A0A7Y2E2S1	d__Bacteria;p__Rhodothermota;c__Rhodothermia;o__Rhodothermales;f__;g__;s__	d__Bacteria	p__Rhodothermota	c__Rhodothermia	o__Rhodothermales	f__	g__	s__
A0A7Y2HXS3|A0A7Y2HXS3_9BACT/9-160	A0A7Y2HXS3	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__;g__;s__	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Phycisphaerales	f__	g__	s__
A0A7Y2INK5|A0A7Y2INK5_9ACTN/1-147	A0A7Y2INK5	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__;f__;g__;s__	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__	f__	g__	s__
A0A7Y3P524|A0A7Y3P524_9ACTN/1-147	A0A7Y3P524	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__;s__	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__Acidimicrobiaceae	g__	s__
A0A7Y4SX75|A0A7Y4SX75_UNCPL/1-144	A0A7Y4SX75	d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__	d__Bacteria	p__Planctomycetota	c__	o__	f__	g__	s__
A0A7Y5D8C0|A0A7Y5D8C0_LYSSP/1-195	A0A7Y5D8C0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Lysobacterales;f__Lysobacteraceae;g__Lysobacter;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Lysobacterales	f__Lysobacteraceae	g__Lysobacter	s__
A0A7Y5N024|A0A7Y5N024_9PLAN/1-172	A0A7Y5N024	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__	s__
A0A7Y5WCT8|A0A7Y5WCT8_9BACT/1-131	A0A7Y5WCT8	d__Bacteria;p__Bacteroidota;c__;o__;f__;g__;s__	d__Bacteria	p__Bacteroidota	c__	o__	f__	g__	s__
A0A7Y8SR99|A0A7Y8SR99_9PROT/1-141	A0A7Y8SR99	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__;f__;g__;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__	f__	g__	s__
A0A7Z7ICL8|A0A7Z7ICL8_9BURK/1-170	A0A7Z7ICL8	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Caballeronia;s__	d__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Caballeronia	s__
A0A810N8E9|A0A810N8E9_9ACTN/1-179	A0A810N8E9	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micromonosporales;f__Micromonosporaceae;g__Polymorphospora;s__	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Micromonosporales	f__Micromonosporaceae	g__Polymorphospora	s__
A0A831X048|A0A831X048_9BACT/1-150	A0A831X048	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__;f__;g__;s__	d__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__	f__	g__	s__
A0A836TMK8|A0A836TMK8_9PROT/1-141	A0A836TMK8	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sneathiellales;f__;g__;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sneathiellales	f__	g__	s__
A0A838PMZ0|A0A838PMZ0_9ACTN/1-160	A0A838PMZ0	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Thermoleophilales;f__Thermoleophilaceae;g__;s__	d__Bacteria	p__Actinomycetota	c__Thermoleophilia	o__Thermoleophilales	f__Thermoleophilaceae	g__	s__
A0A843S2Q1|A0A843S2Q1_9BACT/26-215	A0A843S2Q1	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Vicinamibacteraceae;g__Luteitalea;s__	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__Vicinamibacteraceae	g__Luteitalea	s__
A0A845X121|A0A845X121_9CYAN/1-147	A0A845X121	d__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Spirulinales;f__Spirulinaceae;g__Spirulina;s__	d__Bacteria	p__Cyanobacteriota	c__Cyanophyceae	o__Spirulinales	f__Spirulinaceae	g__Spirulina	s__
A0A848SZR4|A0A848SZR4_9BACT/1-145	A0A848SZR4	d__Bacteria;p__Bacteroidota;c__Chitinophagia;o__Chitinophagales;f__;g__;s__	d__Bacteria	p__Bacteroidota	c__Chitinophagia	o__Chitinophagales	f__	g__	s__
A0A848UZD0|A0A848UZD0_9FLAO/1-151	A0A848UZD0	d__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__;g__;s__	d__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__	g__	s__
A0A848VDK5|A0A848VDK5_9GAMM/1-157	A0A848VDK5	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__Woeseia;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Woeseiales	f__Woeseiaceae	g__Woeseia	s__
A0A848Z403|A0A848Z403_9PROT/1-150	A0A848Z403	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Inquilinus;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae	g__Inquilinus	s__
A0A850SD95|A0A850SD95_9PROT/1-144	A0A850SD95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Parvularculales;f__Parvularculaceae;g__;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Parvularculales	f__Parvularculaceae	g__	s__
A0A853HTE1|A0A853HTE1_9GAMM/1-151	A0A853HTE1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Oceanospirillales;f__Zooshikellaceae;g__Spartinivicinus;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Oceanospirillales	f__Zooshikellaceae	g__Spartinivicinus	s__
A0A8B2NDF9|A0A8B2NDF9_9HYPH/1-167	A0A8B2NDF9	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Amorphaceae;g__Acuticoccus;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Amorphaceae	g__Acuticoccus	s__
A0A8D3YVX8|A0A8D3YVX8_9SPHN/1-153	A0A8D3YVX8	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Citromicrobium;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Citromicrobium	s__
A4AE97|A4AE97_9GAMM/1-155	A4AE97	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;g__Congregibacter;s__Congregibacterlitoralis	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Cellvibrionales	f__Halieaceae	g__Congregibacter	s__Congregibacterlitoralis
A4FK15|A4FK15_SACEN/1-148	A4FK15	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Saccharopolyspora;s__Saccharopolysporaerythraea	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Saccharopolyspora	s__Saccharopolysporaerythraea
A6GER8|A6GER8_9BACT/8-183	A6GER8	d__Bacteria;p__Myxococcota;c__;o__Nannocystales;f__Nannocystaceae;g__Plesiocystis;s__Plesiocystispacifica	d__Bacteria	p__Myxococcota	c__	o__Nannocystales	f__Nannocystaceae	g__Plesiocystis	s__Plesiocystispacifica
A7HT29|A7HT29_PARL1/1-140	A7HT29	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Parvibaculaceae;g__Parvibaculum;s__Parvibaculumlavamentivorans	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Parvibaculaceae	g__Parvibaculum	s__Parvibaculumlavamentivorans
A8LVG7|A8LVG7_SALAI/1-152	A8LVG7	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micromonosporales;f__Micromonosporaceae;g__Salinispora;s__Salinisporaarenicola	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Micromonosporales	f__Micromonosporaceae	g__Salinispora	s__Salinisporaarenicola
B4R9U1|B4R9U1_PHEZH/1-154	B4R9U1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__Phenylobacteriumzucineum	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Phenylobacterium	s__Phenylobacteriumzucineum
B4RHI3|B4RHI3_PHEZH/1-154	B4RHI3	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__Phenylobacteriumzucineum	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Phenylobacterium	s__Phenylobacteriumzucineum
B4WQP6|B4WQP6_SYNS7/1-153	B4WQP6	d__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__	d__Bacteria	p__Cyanobacteriota	c__Cyanophyceae	o__Synechococcales	f__Synechococcaceae	g__Synechococcus	s__
C0ZEV4|C0ZEV4_BREBN/1-145	C0ZEV4	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus;s__Brevibacillusbrevis	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Brevibacillus	s__Brevibacillusbrevis
C5BSU5|C5BSU5_TERTT/1-161	C5BSU5	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Cellvibrionales;f__Cellvibrionaceae;g__Teredinibacter;s__Teredinibacterturnerae	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Cellvibrionales	f__Cellvibrionaceae	g__Teredinibacter	s__Teredinibacterturnerae
C6XCX2|C6XCX2_METGS/1-161	C6XCX2	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Nitrosomonadales;f__Methylophilaceae;g__Methylovorus;s__Methylovorusglucosotrophus	d__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Nitrosomonadales	f__Methylophilaceae	g__Methylovorus	s__Methylovorusglucosotrophus
C7MSS2|C7MSS2_SACVD/1-142	C7MSS2	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Saccharomonospora;s__Saccharomonosporaviridis	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Saccharomonospora	s__Saccharomonosporaviridis
C7NGS2|C7NGS2_KYTSD/1-160	C7NGS2	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Kytococcaceae;g__Kytococcus;s__Kytococcussedentarius	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Micrococcales	f__Kytococcaceae	g__Kytococcus	s__Kytococcussedentarius
C8WST0|C8WST0_ALIAD/1-156	C8WST0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Alicyclobacillus;s__Alicyclobacillusacidocaldarius	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Alicyclobacillaceae	g__Alicyclobacillus	s__Alicyclobacillusacidocaldarius
D0L2Y0|D0L2Y0_GORB4/3-166	D0L2Y0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Gordoniaceae;g__Gordonia;s__Gordoniabronchialis	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Gordoniaceae	g__Gordonia	s__Gordoniabronchialis
